full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Recio,29,663580800,La Liga,2019/2020,Midfielder,Leganés,1571,735,836,Spain,25,14,11,0,0,0,0,0,0,0,0,6,4,2,22,10,12,11,0,0,0,0,0,0,0,1.26,71,63,143,0,0.63,289,373,-1,20
Renan Augusto Lodi dos Santos,22,892018800,La Liga,2019/2020,Defender,Atlético Madrid,2399,1012,1387,Brazil,32,15,17,1,0,1,2,2,0,0,0,13,8,5,18,6,12,6,1,0.11,0.08,0.04,0,0.06,2399,0.68,133,75,400,1200,0.23,234,173,17,12
Rey Manaj,23,856771200,La Liga,2019/2020,Forward,FC Barcelona,0,0,0,Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ricard Puig Martí,21,934527600,La Liga,2019/2020,Midfielder,FC Barcelona,507,242,265,Spain,11,6,5,0,0,0,2,0,2,0,0,6,3,3,4,3,1,1,0,0.36,0.36,0,0,0,0,0.71,127,46,507,254,0.18,325,7,-1,20
Ricard Sánchez Sendra,20,951206400,La Liga,2019/2020,Defender,Atlético Madrid,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ricardo Visus Contreras,19,988095600,La Liga,2019/2020,Defender,Real Betis,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rober,25,792921600,La Liga,2019/2020,Defender,Levante UD,189,9,180,Spain,4,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1.9,47,47,0,0,0,-1,-1,-1,14
Robert Ibáñez Castro,27,732787200,La Liga,2019/2020,Midfielder,CA Osasuna,533,258,275,Spain,14,7,7,1,0,1,0,0,0,0,0,5,4,1,9,3,6,3,0,0.17,0,0.17,0,0.33,533,1.52,59,38,178,0,0.51,104,348,-1,10
Robert Kenedy Nunes do Nascimento,24,823766400,La Liga,2019/2020,Midfielder,Getafe CF,573,277,296,Brazil,19,10,9,1,0,1,3,1,2,0,0,9,6,3,4,2,2,2,0,0.63,0.47,0.16,0,0.3,573,0.63,143,30,287,191,0.31,116,3,-1,9
Roberto,34,508406400,La Liga,2019/2020,Goalkeeper,Deportivo Alavés,789,360,429,Spain,9,4,5,0,0,0,0,0,0,0,0,2,2,0,18,7,11,1,0,0,0,0,0,0,0,2.05,44,88,789,0,0.11,324,249,181,17
Roberto Antonio Correa Silva,28,716972400,La Liga,2019/2020,Defender,SD Eibar,932,485,447,Spain,12,6,6,0,0,0,0,0,0,0,0,3,2,1,15,6,9,3,0,0,0,0,0,0,0,1.45,62,78,311,0,0.29,267,361,151,25
Roberto López Alcaide,20,956559600,La Liga,2019/2020,Midfielder,Real Sociedad,49,23,26,Spain,3,2,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.84,1.84,0,0,0,0,1.84,49,16,0,49,0,-1,-1,-1,16
Roberto Rosales,31,596016000,La Liga,2019/2020,Defender,Leganés,1874,1009,865,Venezuela,25,12,13,0,0,0,1,1,0,0,0,8,4,4,23,14,9,7,0,0.05,0.05,0,0,0,0,1.1,81,75,268,1874,0.34,292,209,72,15
Roberto Soldado Rillo,35,486025200,La Liga,2019/2020,Forward,Granada CF,2362,1089,1273,Spain,33,16,17,7,3,4,4,2,2,1,0,13,8,5,32,9,23,14,0,0.42,0.15,0.27,0.25,0.28,337,1.22,74,72,169,591,0.53,54,87,-1,2
Roberto Torres Morales,31,605260800,La Liga,2019/2020,Midfielder,CA Osasuna,2722,1478,1244,Spain,36,18,18,7,4,3,8,4,4,5,0,11,6,5,39,24,15,1,0,0.5,0.26,0.23,0.24,0.22,389,1.29,70,76,2722,340,0.03,74,24,-1,3
Robin Aime Robert Le Normand,24,847699200,La Liga,2019/2020,Defender,Real Sociedad,2389,1160,1229,France,31,15,16,1,1,0,0,0,0,0,0,8,5,3,26,14,12,6,0,0.04,0,0.04,0.08,0,2389,0.98,92,77,398,0,0.23,229,325,55,10
Rodrigo,29,668246400,La Liga,2019/2020,Forward,Valencia CF,1889,1034,855,Spain,27,14,13,4,3,1,7,3,4,0,0,7,6,1,21,7,14,3,1,0.52,0.33,0.19,0.26,0.11,472,1,90,70,472,270,0.19,96,8,-1,5
Rodrigo Ely,27,752313600,La Liga,2019/2020,Defender,Deportivo Alavés,2125,979,1146,Brazil,25,11,14,2,1,1,0,0,0,0,0,6,4,2,30,8,22,10,1,0.08,0,0.08,0.09,0.08,1063,1.27,71,85,193,0,0.47,175,341,112,4
Rodrigo Riquelme Reche,20,954662400,La Liga,2019/2020,Defender,Atlético Madrid,12,12,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,21
Rodrigo Sánchez Rodriguez,20,958460400,La Liga,2019/2020,Forward,Real Betis,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rodrigo Tarín Higón,24,836550000,La Liga,2019/2020,Defender,Leganés,952,406,546,Spain,14,7,7,0,0,0,0,0,0,0,0,4,1,3,15,8,7,1,0,0,0,0,0,0,0,1.42,63,68,952,0,0.09,296,371,141,18
Rodrygo Silva de Goes,19,979027200,La Liga,2019/2020,Midfielder,Real Madrid,1023,681,342,Brazil,19,11,8,2,2,0,0,0,0,0,0,11,7,4,2,2,0,0,0,0.18,0,0.18,0.26,0,512,0.18,512,54,0,0,0,102,280,-1,8
Roger Claver Assalé Djapone,26,753177600,La Liga,2019/2020,Forward,Leganés,521,166,355,Côte d'Ivoire,14,5,9,2,1,1,1,0,1,0,0,5,2,3,6,2,4,1,0,0.52,0.17,0.35,0.54,0.25,261,1.04,87,37,521,521,0.17,35,70,-1,2
Roger Martí Salvador,29,662889600,La Liga,2019/2020,Forward,Levante UD,2272,1084,1188,Spain,36,17,19,11,9,2,1,0,1,4,0,6,5,1,32,13,19,6,1,0.48,0.04,0.44,0.75,0.15,207,1.27,71,63,379,2272,0.24,16,220,-1,1
Roman Tugarinov,21,940402800,La Liga,2019/2020,Defender,RCD Espanyol,0,0,0,Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ronald Federico Araújo da Silva,21,920793600,La Liga,2019/2020,Defender,FC Barcelona,238,17,221,Uruguay,6,2,4,0,0,0,0,0,0,0,0,5,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,40,119,0,0.76,-1,-1,-1,21
Rony Lopes,24,820137600,La Liga,2019/2020,Midfielder,Sevilla FC,133,77,56,Portugal,5,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,2.71,33,27,0,0,0,-1,-1,-1,18
Roque Mesa,31,613206000,La Liga,2019/2020,Midfielder,Leganés,2017,1094,923,Spain,29,16,13,1,0,1,3,1,2,0,0,6,4,2,30,19,11,11,0,0.18,0.13,0.04,0,0.1,2017,1.34,67,70,183,672,0.49,240,103,-1,7
Rubén Alcaraz Jiménez,29,673081200,La Liga,2019/2020,Midfielder,Real Valladolid,1924,1048,876,Spain,27,14,13,2,1,1,2,1,1,0,0,8,5,3,23,10,13,10,0,0.19,0.09,0.09,0.09,0.1,962,1.08,84,71,192,962,0.47,164,139,-1,5
Rubén Blanco,25,806655600,La Liga,2019/2020,Goalkeeper,Celta de Vigo,2961,1521,1440,Spain,33,17,16,0,0,0,0,0,0,0,0,10,5,5,40,16,24,4,0,0,0,0,0,0,0,1.22,74,90,740,0,0.12,387,250,100,24
Rubén Duarte,25,813999600,La Liga,2019/2020,Defender,Deportivo Alavés,2663,1523,1140,Spain,31,17,14,0,0,0,1,0,1,0,0,8,6,2,36,14,22,11,0,0.03,0.03,0,0,0,0,1.22,74,86,242,2663,0.37,431,240,99,31
Rubén García Canales,22,908866800,La Liga,2019/2020,Defender,Levante UD,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rubén García Santos,27,742633200,La Liga,2019/2020,Forward,CA Osasuna,2196,1220,976,Spain,30,17,13,8,3,5,2,2,0,1,0,9,6,3,35,22,13,6,0,0.41,0.08,0.33,0.22,0.46,275,1.43,63,73,366,1098,0.25,43,170,-1,2
Rubén Iván Martínez,36,456735600,La Liga,2019/2020,Goalkeeper,CA Osasuna,1583,810,773,Spain,19,9,10,0,0,0,0,0,0,0,0,5,3,2,23,13,10,0,0,0,0,0,0,0,0,1.31,69,83,0,0,0,347,377,120,25
Rubén Pardo Gutiérrez,28,719737200,La Liga,2019/2020,Midfielder,Real Sociedad,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rubén Peña,29,679820400,La Liga,2019/2020,Midfielder,Villarreal,1906,923,983,Spain,26,12,14,2,1,1,2,1,1,0,0,8,4,4,27,13,14,5,0,0.19,0.09,0.09,0.1,0.09,953,1.27,71,73,381,953,0.24,160,143,-1,11
Rubén Pérez del Mármol,31,609577200,La Liga,2019/2020,Midfielder,Leganés,2196,1111,1085,Spain,26,13,13,1,1,0,1,0,1,1,0,7,4,3,27,14,13,10,0,0.08,0.04,0.04,0.08,0,2196,1.11,81,84,220,2196,0.41,233,218,-1,11
Rubén Rochina Naixes,29,669715200,La Liga,2019/2020,Forward,Levante UD,1886,1045,841,Spain,28,15,13,5,3,2,3,2,1,0,0,4,3,1,31,12,19,5,0,0.38,0.14,0.24,0.26,0.21,377,1.48,61,67,377,629,0.24,71,99,-1,4
Rubén Sobrino,28,707382000,La Liga,2019/2020,Forward,Valencia CF,160,27,133,Spain,13,5,8,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0.56,0,0.56,3.33,0,160,0.56,160,12,0,0,0,-1,-1,-1,14
Rúben Vezo,26,767257200,La Liga,2019/2020,Defender,Levante UD,2610,1260,1350,Portugal,29,14,15,0,0,0,0,0,0,0,0,4,3,1,38,13,25,4,0,0,0,0,0,0,0,1.31,69,90,653,0,0.14,366,379,123,25
Rui Tiago Dantas da Silva,26,760608000,La Liga,2019/2020,Goalkeeper,Granada CF,3150,1620,1530,Portugal,35,18,17,0,0,0,0,0,0,0,0,12,8,4,40,14,26,3,0,0,0,0,0,0,0,1.14,79,90,1050,0,0.09,397,333,81,20
Sabin Merino,28,694512000,La Liga,2019/2020,Forward,Leganés,78,0,78,Spain,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.15,78,39,0,0,0,-1,-1,-1,21
Salvador Sevilla López,36,448444800,La Liga,2019/2020,Midfielder,RCD Mallorca,2578,1511,1067,Spain,35,18,17,5,4,1,3,2,1,2,1,5,5,0,42,16,26,10,1,0.28,0.1,0.17,0.24,0.08,516,1.47,61,74,258,859,0.35,103,128,-1,2
Samuel Chimerenka Chukwueze,21,927356400,La Liga,2019/2020,Midfielder,Villarreal,2037,1127,910,Nigeria,37,19,18,3,3,0,2,2,0,0,0,11,7,4,32,18,14,2,0,0.22,0.09,0.13,0.24,0,679,1.41,64,55,1019,1019,0.09,139,141,-1,6
Samuel Pérez Fariña,23,862038000,La Liga,2019/2020,Goalkeeper,Real Valladolid,25,0,25,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,-1,-1,-1,16
Samuel Umtiti,26,753264000,La Liga,2019/2020,Defender,FC Barcelona,946,399,547,France,13,6,7,0,0,0,0,0,0,0,0,5,3,2,11,3,8,6,0,0,0,0,0,0,0,1.05,86,73,158,0,0.57,393,314,62,22
Sandro Ramirez,25,805273200,La Liga,2019/2020,Forward,Real Valladolid,1307,722,585,Spain,24,13,11,3,3,0,1,1,0,0,1,7,4,3,13,6,7,2,0,0.28,0.07,0.21,0.37,0,436,0.9,101,54,654,1307,0.14,81,185,-1,4
Santi Mina,24,818323200,La Liga,2019/2020,Forward,Celta de Vigo,1942,879,1063,Spain,34,17,17,6,4,2,3,2,1,0,0,11,6,5,27,10,17,4,0,0.42,0.14,0.28,0.41,0.17,324,1.25,72,57,486,647,0.19,53,90,-1,2
Santiago Arias Naranjo,28,695289600,La Liga,2019/2020,Defender,Atlético Madrid,1075,138,937,Colombia,14,2,12,0,0,0,1,0,1,0,0,6,1,5,8,1,7,1,0,0.08,0.08,0,0,0,0,0.67,134,77,1075,1075,0.08,422,166,16,23
Santiago Cáseres,23,856857600,La Liga,2019/2020,Midfielder,Villarreal,0,0,0,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Santiago Cazorla González,35,471772800,La Liga,2019/2020,Midfielder,Villarreal,2461,1410,1051,Spain,35,18,17,11,6,5,9,8,1,8,0,11,6,5,37,21,16,3,0,0.73,0.33,0.4,0.38,0.43,224,1.35,67,70,820,273,0.11,28,9,-1,2
Saúl Ñíguez,25,785404800,La Liga,2019/2020,Midfielder,Atlético Madrid,3076,1485,1591,Spain,35,17,18,6,3,3,0,0,0,2,0,16,9,7,22,9,13,10,0,0.18,0,0.18,0.18,0.17,513,0.64,140,88,308,0,0.29,101,393,-1,2
Sebastián Carlos Cristóforo Pepe,27,746089200,La Liga,2019/2020,Midfielder,SD Eibar,872,297,575,Uruguay,18,9,9,0,0,0,0,0,0,0,0,6,4,2,12,2,10,1,0,0,0,0,0,0,0,1.24,73,48,872,0,0.1,344,279,-1,16
Sébastien Corchia,30,657446400,La Liga,2019/2020,Defender,RCD Espanyol,270,90,180,France,3,1,2,0,0,0,0,0,0,0,0,1,0,1,5,3,2,1,0,0,0,0,0,0,0,1.67,54,90,270,0,0.33,-1,-1,-1,20
Sergi Darder,26,756547200,La Liga,2019/2020,Midfielder,RCD Espanyol,2658,1259,1399,Spain,36,18,18,2,1,1,1,1,0,0,0,5,2,3,45,23,22,5,0,0.1,0.03,0.07,0.07,0.06,1329,1.52,59,74,532,2658,0.17,196,234,-1,6
Sergi Enrich,30,636019200,La Liga,2019/2020,Forward,SD Eibar,1871,1023,848,Spain,30,16,14,1,1,0,4,3,1,0,0,9,5,4,27,15,12,6,0,0.24,0.19,0.05,0.09,0,1871,1.3,69,62,312,468,0.29,225,54,-1,11
Sergi Gómez,28,701769600,La Liga,2019/2020,Defender,Sevilla FC,714,451,263,Spain,13,7,6,0,0,0,0,0,0,0,0,7,4,3,8,5,3,4,0,0,0,0,0,0,0,1.01,89,55,179,0,0.5,329,313,60,21
Sergi Roberto,28,697449600,La Liga,2019/2020,Defender,FC Barcelona,2342,1069,1273,Spain,30,15,15,1,1,0,2,2,0,0,0,11,5,6,25,9,16,7,0,0.12,0.08,0.04,0.08,0,2342,0.96,94,78,335,1171,0.27,236,159,50,17
Sergio,43,216460800,La Liga,2019/2020,Midfielder,Celta de Vigo,180,90,90,Spain,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,0,0,0,0,0,0,0,0.5,180,90,60,0,1.5,-1,-1,-1,18
Sergio Akieme Rodríguez,22,882259200,La Liga,2019/2020,Defender,FC Barcelona,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Álvarez Díaz,28,696153600,La Liga,2019/2020,Midfielder,SD Eibar,1149,399,750,Spain,18,8,10,0,0,0,0,0,0,0,0,6,3,3,18,5,13,6,0,0,0,0,0,0,0,1.41,64,64,192,0,0.47,265,351,-1,23
Sergio Asenjo Andrés,31,615020400,La Liga,2019/2020,Goalkeeper,Villarreal,3060,1440,1620,Spain,34,16,18,0,0,0,0,0,0,0,0,11,6,5,39,18,21,2,0,0,0,0,0,0,0,1.15,78,90,1530,0,0.06,399,332,83,21
Sergio Bermejo Lillo,23,871801200,La Liga,2019/2020,Midfielder,Celta de Vigo,4,0,4,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,23
Sergio Busquets,32,585039600,La Liga,2019/2020,Midfielder,FC Barcelona,2491,1349,1142,Spain,33,18,15,2,1,1,2,2,0,0,0,13,7,6,25,11,14,10,0,0.14,0.07,0.07,0.07,0.08,1246,0.9,100,75,249,1246,0.36,194,183,-1,8
Sergio Camello Pérez,19,981792000,La Liga,2019/2020,Forward,Atlético Madrid,23,0,23,Spain,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,13
Sergio Canales,29,666691200,La Liga,2019/2020,Midfielder,Real Betis,3167,1497,1670,Spain,36,17,19,6,5,1,6,4,2,3,1,5,2,3,54,24,30,5,0,0.34,0.17,0.17,0.3,0.05,528,1.53,59,88,633,528,0.14,107,65,-1,4
Sergio Carreira Vilariño,0,0,La Liga,2019/2020,Defender,Celta de Vigo,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Cubero Ezcurra,21,936514800,La Liga,2019/2020,Midfielder,SD Eibar,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Escudero,31,620722800,La Liga,2019/2020,Defender,Sevilla FC,773,314,459,Spain,11,5,6,1,0,1,0,0,0,0,0,3,2,1,10,3,7,2,0,0.12,0,0.12,0,0.2,773,1.16,77,70,387,0,0.23,141,433,85,12
Sergio Guardiola Navarro,29,675500400,La Liga,2019/2020,Forward,Real Valladolid,2665,1284,1381,Spain,35,17,18,8,4,4,2,1,1,0,1,12,8,4,25,8,17,6,0,0.34,0.07,0.27,0.28,0.26,333,0.84,107,76,444,1333,0.2,55,186,-1,1
Sergio Herrera Pirón,27,739263600,La Liga,2019/2020,Goalkeeper,CA Osasuna,1655,810,845,Spain,19,9,10,0,0,0,0,0,0,0,0,7,3,4,25,14,11,3,1,0,0,0,0,0,0,1.36,66,87,414,0,0.22,409,324,130,23
Sergio León,31,600076800,La Liga,2019/2020,Forward,Levante UD,662,356,306,Spain,22,13,9,1,1,0,0,0,0,0,0,5,4,1,10,3,7,2,0,0.14,0,0.14,0.25,0,662,1.36,66,30,331,0,0.27,129,410,-1,11
Sergio Lozano Lluch,21,922262400,La Liga,2019/2020,Midfielder,Villarreal,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Postigo,32,594633600,La Liga,2019/2020,Defender,Levante UD,2375,1115,1260,Spain,28,13,15,1,0,1,1,1,0,0,0,5,4,1,34,10,24,6,0,0.08,0.04,0.04,0,0.07,2375,1.29,70,85,396,2375,0.23,228,229,115,10
Sergio Ramos,34,512553600,La Liga,2019/2020,Defender,Real Madrid,3017,1471,1546,Spain,35,17,18,11,5,6,0,0,0,6,0,17,10,7,20,9,11,10,0,0.33,0,0.33,0.31,0.35,274,0.6,151,86,302,0,0.3,41,391,10,2
Sergio Reguilón Rodríguez,23,850723200,La Liga,2019/2020,Defender,Sevilla FC,2509,1314,1195,Spain,31,16,15,2,1,1,4,2,2,0,0,17,9,8,22,10,12,8,0,0.22,0.14,0.07,0.07,0.08,1255,0.79,114,81,314,627,0.29,191,97,23,8
Sergio Rico,27,746866800,La Liga,2019/2020,Goalkeeper,Sevilla FC,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sidnei,31,619858800,La Liga,2019/2020,Defender,Real Betis,1178,592,586,Brazil,14,7,7,1,1,0,0,0,0,0,0,1,0,1,24,10,14,0,0,0.08,0,0.08,0.15,0,1178,1.83,49,84,0,0,0,180,436,176,13
Šime Vrsaljko,28,695030400,La Liga,2019/2020,Defender,Atlético Madrid,363,236,127,Croatia,5,3,2,0,0,0,1,1,0,0,0,2,2,0,3,1,2,3,0,0.25,0.25,0,0,0,0,0.74,121,73,121,363,0.74,306,31,19,19
Sofian Chakla,27,746953200,La Liga,2019/2020,Defender,Villarreal,180,0,180,Morocco,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1,90,90,180,0,0.5,-1,-1,-1,16
Stanislav Lobotka,25,785750400,La Liga,2019/2020,Midfielder,Celta de Vigo,1391,711,680,Slovakia,17,9,8,0,0,0,0,0,0,0,0,4,3,1,21,9,12,1,0,0,0,0,0,0,0,1.36,66,82,1391,0,0.06,374,320,-1,27
Stefan Savić,29,663321600,La Liga,2019/2020,Defender,Atlético Madrid,1980,900,1080,Montenegro,22,10,12,0,0,0,0,0,0,0,0,11,6,5,13,4,9,6,0,0,0,0,0,0,0,0.59,152,90,330,0,0.27,362,390,7,24
Stiven Ricardo Plaza Castillo,21,921139200,La Liga,2019/2020,Forward,Real Valladolid,0,0,0,Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sung-Yeung Ki,31,601632000,La Liga,2019/2020,Midfielder,RCD Mallorca,8,0,8,South Korea,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,16
Suso,26,753696000,La Liga,2019/2020,Forward,Sevilla FC,784,294,490,Spain,17,9,8,1,1,0,1,1,0,0,0,8,5,3,10,4,6,0,0,0.23,0.11,0.11,0.31,0,784,1.15,78,46,0,784,0,152,124,-1,14
Takashi Inui,32,581410800,La Liga,2019/2020,Midfielder,SD Eibar,1964,868,1096,Japan,29,13,16,2,2,0,3,1,2,0,0,8,4,4,29,12,17,2,0,0.23,0.14,0.09,0.21,0,982,1.33,68,68,982,655,0.09,167,95,-1,7
Takefusa Kubo,19,991638000,La Liga,2019/2020,Forward,RCD Mallorca,2309,1028,1281,Japan,35,16,19,4,2,2,4,2,2,0,0,5,5,0,47,15,32,4,0,0.31,0.16,0.16,0.18,0.14,577,1.83,49,66,577,577,0.16,110,77,-1,5
Thibaut Courtois,28,705567600,La Liga,2019/2020,Goalkeeper,Real Madrid,3060,1530,1530,Belgium,34,17,17,0,0,0,0,0,0,0,0,18,10,8,19,9,10,1,0,0,0,0,0,0,0,0.56,161,90,3060,0,0.03,436,381,5,26
Thierry Rendall Correia,21,920966400,La Liga,2019/2020,Defender,Valencia CF,259,161,98,Portugal,4,2,2,0,0,0,0,0,0,0,0,1,1,0,6,3,3,0,0,0,0,0,0,0,0,2.08,43,65,0,0,0,-1,-1,-1,19
Thomas Lemar,25,816163200,La Liga,2019/2020,Midfielder,Atlético Madrid,922,439,483,France,22,10,12,0,0,0,0,0,0,0,0,9,6,3,8,4,4,2,0,0,0,0,0,0,0,0.78,115,42,461,0,0.2,368,394,-1,27
Thomas Partey,27,739954800,La Liga,2019/2020,Midfielder,Atlético Madrid,2551,1298,1253,Ghana,35,18,17,3,1,2,0,0,0,0,0,17,10,7,15,4,11,13,0,0.11,0,0.11,0.07,0.14,850,0.53,170,73,196,0,0.46,147,396,-1,9
Tomás Pina,33,561193200,La Liga,2019/2020,Midfielder,Deportivo Alavés,1349,851,498,Spain,20,11,9,1,1,0,0,0,0,0,0,7,6,1,13,6,7,6,1,0.07,0,0.07,0.11,0,1349,0.87,104,67,225,0,0.4,190,344,-1,10
Tomáš Vaclík,31,607161600,La Liga,2019/2020,Goalkeeper,Sevilla FC,2926,1440,1486,Czech Republic,33,16,17,0,0,0,0,0,0,0,0,14,7,7,30,12,18,0,0,0,0,0,0,0,0,0.92,98,89,0,0,0,373,426,43,17
Toni Kroos,30,631440000,La Liga,2019/2020,Midfielder,Real Madrid,2656,1410,1246,Germany,35,19,16,4,3,1,5,2,3,0,0,18,11,7,16,7,9,2,0,0.3,0.17,0.14,0.19,0.07,664,0.54,166,76,1328,531,0.07,127,69,-1,3
Toni Lato,22,880099200,La Liga,2019/2020,Defender,CA Osasuna,472,143,329,Spain,8,3,5,1,0,1,0,0,0,0,0,2,0,2,8,4,4,3,0,0.19,0,0.19,0,0.27,472,1.53,59,59,157,0,0.57,97,266,160,15
Toño,31,626428800,La Liga,2019/2020,Defender,Levante UD,1590,694,896,Spain,20,8,12,0,0,0,2,2,0,0,0,4,3,1,23,5,18,2,0,0.11,0.11,0,0,0,0,1.3,69,80,795,795,0.11,369,126,118,27
Unai Bustinza,28,697017600,La Liga,2019/2020,Defender,Leganés,2691,1399,1292,Spain,33,17,16,0,0,0,1,1,0,0,0,7,3,4,41,24,17,8,0,0.03,0.03,0,0,0,0,1.37,66,82,336,2691,0.27,297,239,131,19
Unai Dufur Espelosín,21,919584000,La Liga,2019/2020,Midfielder,SD Eibar,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Unai Etxebarría Martín,24,841388400,La Liga,2019/2020,Goalkeeper,Granada CF,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Unai García Lugea,28,697104000,La Liga,2019/2020,Defender,CA Osasuna,535,265,270,Spain,8,4,4,1,1,0,0,0,0,0,0,1,0,1,9,6,3,0,0,0.17,0,0.17,0.34,0,535,1.51,59,67,0,0,0,108,303,159,14
Unai López Cabrera,25,815040000,La Liga,2019/2020,Midfielder,Athletic Club Bilbao,1804,1175,629,Spain,26,16,10,1,0,1,4,3,1,0,0,9,7,2,17,9,8,6,0,0.25,0.2,0.05,0,0.14,1804,0.85,106,69,301,451,0.3,221,51,-1,9
Unai Núñez,23,854611200,La Liga,2019/2020,Defender,Athletic Club Bilbao,1568,534,1034,Spain,20,8,12,0,0,0,0,0,0,0,0,4,3,1,19,5,14,7,0,0,0,0,0,0,0,1.09,83,78,224,0,0.4,346,261,68,24
Unai Simón Mendibil,23,866012400,La Liga,2019/2020,Goalkeeper,Athletic Club Bilbao,2992,1552,1440,Spain,34,18,16,0,0,0,0,0,0,0,0,12,8,4,28,11,17,3,1,0,0,0,0,0,0,0.84,107,88,748,0,0.12,439,439,30,17
Unai Vencedor Paris,20,974275200,La Liga,2019/2020,Midfielder,Athletic Club Bilbao,74,74,0,Spain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.22,74,74,74,0,1.22,-1,-1,-1,26
